polis_rank,bridging_rank,approval_rate,polis_score,bridging_score,comment
515,763,100.0%,0.3333333333333333,0.0,All sidewalks should be ultimately shaded
515,763,100.0%,0.3333333333333333,0.0,Businesses need to pick up the litter they and their customers generate.
515,763,100.0%,0.3333333333333333,0.0,the city should look in to radom layoff
515,763,100.0%,0.3333333333333333,0.0,Bowling Green has a lot of river front property and potential that needs to be developed into parks and attractions.
515,763,100.0%,0.3333333333333333,0.0,More trees and shrubs need to be planted in areas that have none.
515,763,100.0%,0.3333333333333333,0.0,"Bowling Green needs to attract businesses that other large cities already have, Whole foods, Fresh Thyme, Trader Joe's, Ross, &Burkes outlet"
515,763,100.0%,0.3333333333333333,0.0,We need at river walk park like Owensboro ky. A place for families and tourism.
515,763,100.0%,0.3333333333333333,0.0,Stop letting builders buy a random piece of land & then throw up 100’s of apartments on it. Esp right in town area w/high traffic. Enough!
515,763,100.0%,0.3333333333333333,0.0,Mitch McConnell needs to be removed from office.
515,763,100.0%,0.3333333333333333,0.0,Fairness for the LGBTQIA community is a must for BG!
515,763,100.0%,0.3333333333333333,0.0,The cable “franchise” monopoly needs to change! $170 for basic cable & internet is too much!
515,763,100.0%,0.3333333333333333,0.0,Planning and zoning laws should change to encourage small businesses and farms.  Farmers shouldn’t need a permit to build a fence.
515,763,100.0%,0.3333333333333333,0.0,We need more affordable and safe housing and businesses who are willing to pay a fair wage that allows people to sustain themselves
515,763,100.0%,0.3333333333333333,0.0,noise ordinances should be inforced.
515,763,100.0%,0.3333333333333333,0.0,Police need to ticket more for running red lights.
515,763,100.0%,0.3333333333333333,0.0,"Warren County and Bowling Green need to be a unified school district and not divide the community. Share resources, benefitting all kids"
515,763,100.0%,0.3333333333333333,0.0,Water safety and swim lessons to all k-12 students as part of with opportunity for nonswimming parent/guardian in private setting for adults
515,763,100.0%,0.3333333333333333,0.0,More street trees to provide shade on hot summer days would improve the walkability of downtown. Passersby = potential customers
515,763,100.0%,0.3333333333333333,0.0,"County residents should be allowed to vote on city issues if they work in the city, they shop there too!"
515,763,100.0%,0.3333333333333333,0.0,A fairness ordinance preventing discrimination on the basis of sexual orientation or gender identity.
515,763,100.0%,0.3333333333333333,0.0,"With the rapid growth of our city and county, we have to make sure our infrastructure keeps up."
515,763,100.0%,0.3333333333333333,0.0,Bowling Green should continue to welcome refugees which add diversity and vitality to our communities.
515,763,100.0%,0.3333333333333333,0.0,"We need real competitive cable rates,not statements such as direct TV is competition."
515,763,100.0%,0.3333333333333333,0.0,Fix the city streets
515,763,100.0%,0.3333333333333333,0.0,"Bowling Green / Warren County needs to continue emphasis on walking paths, bikeways, and green space."
515,763,100.0%,0.3333333333333333,0.0,THe partnership with the WKU college of Nursing and the Medical Center tripled the number of nursing students.
515,763,100.0%,0.3333333333333333,0.0,I pay an exorbitant city wage tax and have NO say in the election of BG city officials or how my tax dollars are spent! NOT FAIR!!!
515,763,100.0%,0.3333333333333333,0.0,This online Civic Assembly was a GREAT idea.
515,763,100.0%,0.3333333333333333,0.0,We should encourage the end of cannabis prohibition.
515,763,100.0%,0.3333333333333333,0.0,Year round indoor swimming facility is needed.
515,763,100.0%,0.3333333333333333,0.0,We need better cable options.
515,763,100.0%,0.3333333333333333,0.0,Bowling Green is NOT bicycle friendly.  We need effective and safe bicycle lanes.
515,763,100.0%,0.3333333333333333,0.0,The elected City officials do not have a vision for what Bowling Green can be.
515,763,100.0%,0.3333333333333333,0.0,"All in all, Bowling Green is one of the best places to live in Kentucky."
515,763,100.0%,0.3333333333333333,0.0,There needs to be high speed internet options for Warren County residents as we currently have none in many areas.
515,763,100.0%,0.3333333333333333,0.0,Lease laws and noise ordinances should be enacted and enforced in the county as they are in the city.
515,763,100.0%,0.3333333333333333,0.0,They are required by existing law to abstain from voting on anything that would financially or other benefit them or their family.
515,763,100.0%,0.3333333333333333,0.0,Public transport needs to be improved to become more reliable and accessible
515,763,100.0%,0.3333333333333333,0.0,"Reduce downtown parking/driving issues: improve public transportation, create pedestrian-only streets, and build parking areas elsewhere"
515,763,100.0%,0.3333333333333333,0.0,Bowling Green needs to demonstrate that it has emerged from the Dark Ages by enacting a Fairness Ordinance.
515,763,100.0%,0.3333333333333333,0.0,The time has come for metro government.
515,763,100.0%,0.3333333333333333,0.0,Many people in Warren County still do not have access to high speed internet. County officials need to attract internet services.
515,763,100.0%,0.3333333333333333,0.0,the whole county needs  better cable rates and service
515,763,100.0%,0.3333333333333333,0.0,We definitely need more competition in TV cable and in internet access in Warren County.
515,763,100.0%,0.3333333333333333,0.0,"Convict Slim Nash of his DUI, it's absurd he got it dismissed"
515,763,100.0%,0.3333333333333333,0.0,"Bowling Green needs more protections for LGBTQ+ citizens, including a Fairness ordinance"
515,763,100.0%,0.3333333333333333,0.0,Interesting ideas; most not controlled by city government.  Are you willing to pay more taxes for improvements?
515,763,100.0%,0.3333333333333333,0.0,Crossing arms are not inexpensive.
515,763,100.0%,0.3333333333333333,0.0,The epo system just because a woman wants somebody else don't let her run to court house take epo after a one year
515,763,100.0%,0.3333333333333333,0.0,It is time for Metro Government consideration.
515,763,100.0%,0.3333333333333333,0.0,A vote should be held on consolidating Warren County and Bowling Green into a metro form of government.
515,763,100.0%,0.3333333333333333,0.0,OK
515,763,100.0%,0.3333333333333333,0.0,"Merger of City/County governments should greatly reduce expenses, duplicate services, competition, etc."
515,763,100.0%,0.3333333333333333,0.0,"Merging of City/County schools systems - should help lessen duplicate services, reduce traffic, greater sense of community, less rivalry."
515,763,100.0%,0.3333333333333333,0.0,Bowling Green definitely does Not need a fairness ordinance.
515,763,100.0%,0.3333333333333333,0.0,don't have any
515,763,100.0%,0.3333333333333333,0.0,Combine resources of city and county schools by merging to address budget shortfall and improve education for our children
515,763,100.0%,0.3333333333333333,0.0,Enforce leash law in the city
515,763,100.0%,0.3333333333333333,0.0,MAGA!
515,763,100.0%,0.3333333333333333,0.0,"DON'T VOTE FOR PATTI MINTER.  SHE CALLS ANYONE WHO DISAGREES WITH HER ON ANY SUBJECT A ""RACIST.""  SHE IS LIVES IN FANTASY LAND ON THE HILL."
515,763,100.0%,0.3333333333333333,0.0,The time lengths on the light at the Scottsville Rd./By-Pass intersection should be changed.
515,763,100.0%,0.3333333333333333,0.0,The riverfront is so underutilized in Bowling Green. It would be an excellent space for a music or cultural festival in the summertime.
515,763,100.0%,0.3333333333333333,0.0,"BG needs more of a draw for young people, too many smart students move away after they attend WKU"
515,763,100.0%,0.3333333333333333,0.0,"Promote arts programs in the area, especially within the school districts"
515,763,100.0%,0.3333333333333333,0.0,Better parking for visitors to WKU campus
515,763,100.0%,0.3333333333333333,0.0,Offer healthier food options on and near WKU campus
515,763,100.0%,0.3333333333333333,0.0,WKU campus needs more accessible parking
515,763,100.0%,0.3333333333333333,0.0,BGMU and WRECC should provide internet services.
515,763,100.0%,0.3333333333333333,0.0,Fairness ordinance. It's absolutely embarrassing that we don't have one. The close-mindedness of most of our commissioners is disgraceful.
515,763,100.0%,0.3333333333333333,0.0,Those of us who live just outside city limits should still have a say in local government! I should be able to vote for city officials.
515,763,100.0%,0.3333333333333333,0.0,We need honesty and integrity back in our community. Stop catering to the “good ole boys” system and group.
515,763,100.0%,0.3333333333333333,0.0,Should BG revise their sign ordinance?
515,763,100.0%,0.3333333333333333,0.0,"Complete the greenways, ensure sidewalks are on EVERY city street for walkers/runners/ bicyclists."
515,763,100.0%,0.3333333333333333,0.0,Bowling Green needs to retain more of its farmland that is being lost to urban development.
515,763,100.0%,0.3333333333333333,0.0,Bowling Green has to pass a Fairness Ordinance. Set the example.
515,763,100.0%,0.3333333333333333,0.0,Healthier eating options within and around WKU's campus would benefit a healthier university and students who do not have a meal plan.
515,763,100.0%,0.3333333333333333,0.0,"Remaining a ""moist"" county is extremely outdated. Especially for a college town like Bowling Green."
515,763,100.0%,0.3333333333333333,0.0,Improve arts education in public schools.
515,763,100.0%,0.3333333333333333,0.0,Legalize weed
515,763,100.0%,0.3333333333333333,0.0,Bowling Green and WKU should have a more cohesive relationship with multiple events to bring the two together outside of homecoming week
515,763,100.0%,0.3333333333333333,0.0,Bowling Grewn needs it own permanent ice skating/hockey rink
515,763,100.0%,0.3333333333333333,0.0,Bowling Green needs a health food store
515,763,100.0%,0.3333333333333333,0.0,"Too many drivers don’t understand stoplight intersections-If you can’t make it all the way across, don’t leave the intersection."
515,763,100.0%,0.3333333333333333,0.0,"Homelessness should be a community effort for all, non-profits, church's, government and individuals"
515,763,100.0%,0.3333333333333333,0.0,Trains and railroads own the right of way in most intersections making it impossible to control when they stop and for how long
515,763,100.0%,0.3333333333333333,0.0,It seems like every time I go to this site its the same statements starting over again.
515,763,100.0%,0.3333333333333333,0.0,Upgrade to Nashville Rd past roundabout 4-lane is in the state road plan
515,763,100.0%,0.3333333333333333,0.0,Our city is not friendly to pedestrian and bike traffic. More should be done to make it safe and easy to get around on foot and bicycles.
515,763,100.0%,0.3333333333333333,0.0,"Apartments are being built all over town, but they are not affordable for the average single person not wanting to live near campus."
515,763,100.0%,0.3333333333333333,0.0,Traffic is number one problem in Bowling Green
515,763,100.0%,0.3333333333333333,0.0,want to get more  into the city
515,763,100.0%,0.3333333333333333,0.0,Give thought to traffic flow as more businesses and residences are being built
515,763,100.0%,0.3333333333333333,0.0,"Keep expanding the Greenways to encourage pedestrian, cycling and other outdoor activity."
515,763,100.0%,0.3333333333333333,0.0,Excellent Survey Form.
515,763,100.0%,0.3333333333333333,0.0,Marijuana should be legalized and taxed.
515,763,100.0%,0.3333333333333333,0.0,Money is the issue and the governor & state legislators are to blame.
515,763,100.0%,0.3333333333333333,0.0,Consolidate city and county governments and schools to have a cohesive budget and vision but also to reduce expenses.
515,763,100.0%,0.3333333333333333,0.0,Metro Govt. could be the answer.
515,763,100.0%,0.3333333333333333,0.0,Already have a good one on the by-pass.
515,763,100.0%,0.3333333333333333,0.0,Small homes are a good answer for our homeless.
515,763,100.0%,0.3333333333333333,0.0,How ridiculous!  You know a similar statement was said about African-American citizens and Hitler said it too & exterminated homosexuals.
515,763,100.0%,0.3333333333333333,0.0,The expansion of BGMU's fiber optic internet to include residential service would be good for the existing market (oligopoly) and citizens.
515,763,100.0%,0.3333333333333333,0.0,Bowling Green needs to address its litter problem.  A little effort on everyone's part would class up our city.
515,763,100.0%,0.3333333333333333,0.0,Trickle down never works.
515,763,100.0%,0.3333333333333333,0.0,Truly. Doubt it. If true erase it. Prohibition ended years ago.
515,763,100.0%,0.3333333333333333,0.0,Merging governments should be considered.
515,763,100.0%,0.3333333333333333,0.0,Loding
515,763,100.0%,0.3333333333333333,0.0,Strongly agree. Not passing Fairness shows contempt & a failure to protect 15% of our citizens.
515,763,100.0%,0.3333333333333333,0.0,Recycling center moved out of town.
515,763,100.0%,0.3333333333333333,0.0,"We need Drivers Education to be required to get a license, our drivers are terrible, and more officers observing intersections."
515,763,100.0%,0.3333333333333333,0.0,"There are way too many lights along Scottsville Road, and it negatively impacts traffic flow at all times of day."
515,763,100.0%,0.3333333333333333,0.0,Drivers Education classes should be required!!!
515,763,100.0%,0.3333333333333333,0.0,"Broadband should be expanded to places like Rockfield, Woodburn, and Alvaton."
515,763,100.0%,0.3333333333333333,0.0,"If it were remodeled, it shouldn’t be by tax dollars because it is not owned by the city or county."
515,763,100.0%,0.3333333333333333,0.0,Get rid of anonymous submissions to cut back on the malarkey in here.
515,763,100.0%,0.3333333333333333,0.0,Bowling Green needs a fairness ordinance to protect the community against discrimination
515,763,100.0%,0.3333333333333333,0.0,More connected bike lanes that are wide enough to safely ride on without fear of being hit by passing cars
515,763,100.0%,0.3333333333333333,0.0,city official  might look in to lay off on jobs in bowling green ky
515,763,100.0%,0.3333333333333333,0.0,Expanded bus system
515,763,100.0%,0.3333333333333333,0.0,More sidewalks!
515,763,100.0%,0.3333333333333333,0.0,Immigrants and refugees are part of our local economy and society. We should make them feel welcomed.
515,763,100.0%,0.3333333333333333,0.0,Bring Trader Joe's to BG!
515,763,100.0%,0.3333333333333333,0.0,We need en efficient public transportation system.
515,763,100.0%,0.3333333333333333,0.0,"Develop sidewalks and bike paths. Create neighborhoods where people likes to socialize. Encourage local businesses, restaurants and cafes."
515,763,100.0%,0.3333333333333333,0.0,we pay taxes but we dont get a force
515,763,100.0%,0.3333333333333333,0.0,Graves Gilbert doctors order too many tests.
515,763,100.0%,0.3333333333333333,0.0,"Graves Gilbert Clinic has developed a monopoly on healthcare in Warren County and has driven away many skilled providers, decreasing choice."
515,763,100.0%,0.3333333333333333,0.0,Better public transport. Actually teach HS students useful things. Legalize medical marijuana. Invest in the youth.
515,763,100.0%,0.3333333333333333,0.0,"2015-2016 Budget included 42 Million in occupational taxes.  Take it to 43.5 million, $500 rent for student homeless fam. @ 1.91% occ. tax"
515,763,100.0%,0.3333333333333333,0.0,"More food options (Chick-fil-A, Wendy's or Steak 'n Shake, etc) would be nice at the entrance of South Glen Gables on Nashville Road."
515,763,100.0%,0.3333333333333333,0.0,A fairness ordinance and implementation of tenant's rights would make this community more progressive and fair.
515,763,100.0%,0.3333333333333333,0.0,A second Chick-fil-A location should be built at the entrance of South Glen Gables across from South Warren High School.
515,763,100.0%,0.3333333333333333,0.0,BG/WC won't be able to do much because so much of this forum is full of crap that has nothing to do with city/county governments.
515,763,100.0%,0.3333333333333333,0.0,Bowling Green needs more competitive cable and internet rates.
515,763,100.0%,0.3333333333333333,0.0,Bowling Green needs a Fairness Ordinance.
515,763,100.0%,0.3333333333333333,0.0,Bowling Green needs far more bike paths AND to put sidewalks along Gary Farms Blvd
515,763,100.0%,0.3333333333333333,0.0,"More choices when it comes to internet. BGMU has been offering service to businesses for a while, they should expand to offer to residents."
515,763,100.0%,0.3333333333333333,0.0,Better ordinances on keeping animals on leashes or in fenced areas. Relaxed restrictions on fencing in HOAs to promote it.
515,763,100.0%,0.3333333333333333,0.0,Time the traffic lights correctly.
515,763,100.0%,0.3333333333333333,0.0,Please pass a Fairness Ordinance!
515,763,100.0%,0.3333333333333333,0.0,A second Chick-fil-A should be built at the entrance of South Glen Gables across from South Warren High School
515,763,100.0%,0.3333333333333333,0.0,"Too much traffic congestion on scottsville rd/south bowling green area while the northern end doesn't have as many businesses, restaurants."
515,763,100.0%,0.3333333333333333,0.0,Rural areas of Warren county should have access to high speed internet.
515,763,100.0%,0.3333333333333333,0.0,"The city needs to be more walkable for everyone.  need sidewalks!  Parks for walking in nature, forget the ball fields."
515,763,100.0%,0.3333333333333333,0.0,Leash laws should be enacted and enforced in the county as they are in the city.
515,763,100.0%,0.3333333333333333,0.0,The Medical Center Health Sciences building which now houses the WKU Nursing program tripled the number of students on day 1.
515,763,100.0%,0.3333333333333333,0.0,No elected official can vote on any ordinance or law that would directly benefit themselves or their family.  That is the law.
515,763,100.0%,0.3333333333333333,0.0,Traffic flow throughout the city needs to be greatly improved.
515,763,100.0%,0.3333333333333333,0.0,Arcade Bar
515,763,100.0%,0.3333333333333333,0.0,Why on earth is the road closed between Shawnee and Patton Way? Getting from there to Nashville Rd takes 3 times as long.
515,763,100.0%,0.3333333333333333,0.0,We should have some riverwalk like Owensboro has. Would embrace Bowling Green's character and provide place for City activities.
515,617,66.7%,0.3333333333333333,7.757649102621819e-07,Virtual civic assemblies allow online trolls to have influence in our community.
515,763,100.0%,0.3333333333333333,0.0,The fact that there is not as much coverage about African American deaths due to cocaine as there is about deaths in the white community from opioids is evidence of institutionalized racism.
515,763,100.0%,0.3333333333333333,0.0,"Our immigrant communities have, overall, been a benefit to our city and county."
629,419,65.7%,0.3305555555555556,0.0005767345916728517,All new and existing single family housing should have at least one shade tree planting
630,268,70.6%,0.328125,0.002441628555888827,Rent is too expensive inside the city limits.
631,594,58.6%,0.3259259259259259,4.5534376792539655e-05,State and federal medical societies are unable or unwilling to police their members regarding the drug dependency problem.
632,581,61.5%,0.32579185520361986,8.27656978225147e-05,The face of drug dealers has changed. Today most opioid drug dealers are doctors or teenagers in the suburbs ordering from China.
633,227,59.5%,0.3254748894093157,0.0041533084759872935,Warren County residents should not be charged the WASTE WATER SERVICE FEE on their water bills.
634,241,59.5%,0.32503809040121884,0.0034216867958019527,I regularly discuss politics with people I disagree with.
635,435,57.7%,0.3237833594976452,0.0004929850642545034,Some local doctors order too many tests.
636,408,67.0%,0.32328767123287677,0.0006589776537143758,There needs to be better access to grocery stores and restaurants from WKU's campus.
637,239,75.1%,0.32298136645962733,0.0035351046987750355,Encourage connection between the wealthy and the poor
638,493,54.2%,0.3228070175438596,0.00029945172976211,Many people want something for nothing and if they don't get it they steal it instead of working for it.  We are producing a gimme society.
639,303,58.9%,0.3220338983050847,0.0017527662435810037,"Trick or treating should last longer after dark. Many decorations don't show til then. Also start later, parents can't get home in time!"
640,614,57.1%,0.3214285714285714,2.359450474161806e-06,"The very low number of immigrants coming to our county last year was a good thing. Saves costs: Schools, courts, social services.Our taxes!"
641,394,66.1%,0.3193202146690518,0.0007424524176765545,We need a 6 day a week farmer's market that is open at least 5 hours -
642,473,69.6%,0.3182389937106918,0.000369272278145078,Local companies that can't fill job openings should recruit from parts of KY w/ high unemployment & pay relocation expenses.
643,129,68.3%,0.31740568567852673,0.012559347359170272,Fewer students per teacher should be a rule. No more than 20; ideal class size of 15. Plenty of teachers are looking for work.
644,531,57.1%,0.3166666666666667,0.0002038213894520663,"Work,with State to complete a wide loop from Scottsville Road across N I65 to N Natcher Pk way."
645,448,69.2%,0.3154761904761905,0.0004613628791474382,"We need more Community Farming Programs(where you pay farmers money up front and during harvest you get fresh fruits/veggies, eggs, etc)"
646,170,59.9%,0.31378240128743035,0.007695869875205016,Graves Gilbert has created a healthcare monopoly within Bowling Green and the surrounding areas.
647,405,75.7%,0.3132911392405063,0.0006824106359355666,Shade trees should be required plantings along all Greenways
648,490,61.0%,0.31202346041055723,0.00030561536137750563,A fine if your cat or dog is picked up as a stray and is not spayed or neutered in the county.
649,579,57.1%,0.3118908382066276,8.742084156583572e-05,The travesty going up on Fairview Ave. should never have been allowed
650,434,59.6%,0.30977701543739283,0.000501015706892157,"Houston ""courtesy police"" maintain safety on access rds enforcing right of way & parking/litter rules, assist traffic flow - we need!"
651,381,73.8%,0.3095238095238095,0.0008183610232438559,There should be more opportunities for the arts and sciences in the Housing Authority so the students there can rise above!
652,467,58.1%,0.3090909090909091,0.0003933687586979658,"Widen Cemetry Road, Russellville Road, Lover’s Lane, Campbell Lane, The Old ByPass, and Scotsville Road from old ByPass to Natcher Parkway."
653,444,62.9%,0.3040540540540541,0.00047390139827768756,Drug information classes should be given to incoming freshmen of WKU to educate them about the risks and health hazards.
654,395,55.8%,0.30233623453962444,0.0007317645389179883,WKU should consider building a parking structure at the Chestnut St lot.
655,230,56.2%,0.3010752688172043,0.004004029570495301,The city and county school systems should merge.
656,593,67.7%,0.3,4.582296265329373e-05,Tuckertown area needs fire protection. Currently rated Class 10 expensive insurance. Water lines are close by on Otter Gap & Tuckertown Rds.
657,53,52.1%,0.29945309062171654,0.0249121493397354,The main purpose of higher education is job training.
658,520,58.0%,0.29878048780487804,0.00022865698619182017,There should be an actual complaint filed by a neighbor before Code Enforcement writes a violation. Stop harassing hardworking citizens.
659,501,62.0%,0.29651860744297714,0.0002811148976675223,Bowling Green Government needs more perspective from Millennials. We need ideas for the future not outdated Boomer development ideas.
660,8,71.5%,0.2964424951267057,0.050673345879500474,Medical marijuana should be legal.
661,33,71.9%,0.29533222829312217,0.03156322519412118,Law enforcement should send drug possession arrestees for rehabilitation services rather than imprisonment.
662,144,69.4%,0.29082163931174687,0.011264224428640519,A person should not miss rent (say due to a car breakdown) and face eviction in less than 2 weeks (before next payday). Make it 30 days.
663,418,60.7%,0.29032258064516125,0.0005768111099171856,"I feel Bowling Green could benefit with an additional ambulance service.  Quicker response, and possibly a lower payment when used."
664,328,54.0%,0.2845528455284552,0.00135580499048967,"BG needs to install traffic cameras that help police intersections like Gallatin, TN.  This would reduce accidents, traffic flow and add $"
665,19,72.3%,0.2843924466338259,0.040397653217409804,"No child should go hungry in Bowling Green / Warren County, and it is up to our officials to make sure it doesn’t happen."
666,508,51.1%,0.2806451612903225,0.0002655034878346095,"Support non-public (or public charter) school choice options, and make choice viable for families of ALL income levels."
667,95,71.1%,0.2802308370337108,0.017121284792513916,"Encourage local business development with grants, etc. For a city this size, it is ridiculous that we have basically one local coffee shop!"
668,382,54.2%,0.2801136363636364,0.000810653482018317,Build more roads!!! Traffic is terrible here for a small city.
669,455,58.4%,0.2797202797202797,0.000431368562916836,BGDN should publish these BGPD stats weekly – 1) traffic citations 2) vehicle accidents reported; 3) traffic accidents resulting in injury.
670,242,55.6%,0.2769303597727751,0.0033431027480012093,Bowling Green has many excellent non-public schools; more should be done to make these options available to diverse and low-income families.
671,529,61.3%,0.27576197387518137,0.00020968227088849026,"Build parking garage behind Spencer’s, remove some parking from Ft. Square. Add a green space on top of garage! Soccer field or rooftop food"
672,485,53.4%,0.27450980392156865,0.00033249070911806354,Too many apartments in Plano. Nice little country setting I bought my home in forever ruined!
673,193,61.8%,0.27413098888109044,0.005872888137299978,Downtown at the square and adjacent areas should be a pedestrian mall
674,497,53.5%,0.27376623376623377,0.00028327894320150034,Build parking areas.
675,270,63.2%,0.272264631043257,0.0024267564223087288,City needs to bar big COs employing from half a dozen temp services to keep 100s ineligble for FMLA due to less than 50 ppl/per 'employer'
676,110,70.6%,0.27124626663046425,0.015527415296500549,"I would like to see more community art and music programs. For instance, I would love to sign up for a community choir."
677,454,51.4%,0.27089947089947086,0.0004358704936766599,Police do a shameful job of enforcing traffic laws. more tickets = more compliance and more $$$$$.
678,386,53.4%,0.27027027027027023,0.0007986598552190891,big projeck in city sould be vote by people
679,306,60.5%,0.2686136071887035,0.0017108244546354717,The Old Morgantown Rd train crossing needs either an underpass or an overpass
680,214,54.1%,0.26720116618075807,0.00485282652380256,Bowling Green City Commission needs to pass an ordinance banning the sale or use of large fireworks in the city limits.
681,424,66.0%,0.2665679378008145,0.0005601445659758095,Resources to better integrate immigrants and refugees into the community should be put into place.
682,523,69.7%,0.2654949121184089,0.00022308195069605161,Birth control should be an OTC drug- access to it in Kentucky and in Bowling Green is limited for many women.
683,548,64.9%,0.2649572649572649,0.00015057668492764596,Hawaii outlaws billboards tokeep the landscape from being blocked I would love to see Bowling Green billboard free
684,378,51.0%,0.264344262295082,0.0008520595790138777,I think we have enough restaurants.
685,57,67.6%,0.26352941176470585,0.02410930207943529,"If private schools were to get a share of Federal or State education dollars, it would hurt public schools."
686,547,53.4%,0.26222684703433924,0.00015432468290053295,"A traffic light is needed on Cave Mill in front of Natcher School.  Operational on school days, 7:30 to 9 AM & 3 to 4:30 PM."
687,449,53.9%,0.2615942028985507,0.0004560849443362274,City residents do not receive adequate return on County Taxes paid.
688,458,64.1%,0.26091081593927895,0.0004166468123902107,Bowling Green needs more pet-friendly housing options for renters.
689,205,52.7%,0.25962879519364873,0.005134345102294522,"Prevent the development of new housing areas, especially in farm land areas."
690,567,52.8%,0.25738916256157635,0.00011608313687214809,There needs to be a stoplight at the intersection of Shive Lane and Ken Bale Blvd to improve traffic flow. The backups there are awful.
691,24,79.7%,0.2565427681706751,0.03740124256912943,"I would like to see more aid for the homeless whether: tiny house park, health clinic, rehabilitation, job readiness sources."
692,406,65.3%,0.2561936936936937,0.0006750099980021287,Water safety and swim lessons to all k-12 students.
693,469,67.4%,0.25616698292220114,0.00037924732054183096,Wal-Mart and Kroger grocery pick-up should have to accept EBT for the elderly and disabled
694,427,71.7%,0.2552552552552553,0.0005331702269637542,"Need engaging art installations throughout the city. People will be able to experience art, have fun, and share on social media."
695,173,65.2%,0.2540813595610865,0.007455170489995353,"We need more activities for families, such as a large-scale all-in-one kids play arena like All About Kids."
696,440,69.1%,0.2535211267605633,0.00048579416257113305,Bowling Green should have more healthy/clean eating options for those who have limited diets.
697,414,51.6%,0.25337837837837834,0.0006037874664996716,Only a traffic circle at Kereiakes Park on Fairview Ave. is required.
698,492,54.0%,0.253227408142999,0.00030174854925239526,Animated digital business signs are a road hazard. They distract drivers.
699,203,52.9%,0.25294248278925163,0.005168381134782155,Cutting a major sports program would be the best way for WKU to deal with budget cuts without harming academics.
718,763,100.0%,0.25,0.0,Skating rink on Gordon ave.
718,763,100.0%,0.25,0.0,Growth is being pushed. Adequate roads are necessary to go along with growth.
718,763,100.0%,0.25,0.0,Older neighborhoods change from owner occupied to rentals.  Deterioration occurs.  Stronger landlord/tenant rules needed!
718,763,100.0%,0.25,0.0,Older neighborhoods change from owner occupied to rentals.  Neighborhoods deteriorate as a result.  Improved landlord/tenant rules needed!
718,763,100.0%,0.25,0.0,The driving conditions on the 31-W bypass are very poor and need to be changed.
718,763,100.0%,0.25,0.0,Know who all your neighbors are
718,763,100.0%,0.25,0.0,Take better care of senior citizens. WRECC needs to reduce rates. Get rid of Spectrum- rates too high for seniors.
718,763,100.0%,0.25,0.0,Improved opportunities for outdoor recreation.More bike lanes and a kayak trail from Lampkin Park to Barren River. Improved River access.
718,763,100.0%,0.25,0.0,Better traffic flow especially on Campbell lane and Scottsville road area.
718,763,100.0%,0.25,0.0,No proof of a problem has been identified.
718,763,100.0%,0.25,0.0,morte comnpetitive internet rates
718,763,100.0%,0.25,0.0,BG needs improved and more affordable public transportation. Consider asking what low-income or people with disabilities really need.
718,763,100.0%,0.25,0.0,Need traffic cameras to stop people ignoring red lights when officer is not present
718,763,100.0%,0.25,0.0,Fairness for all. End discrimination against GLBTQ residents of Bowling Green.
718,763,100.0%,0.25,0.0,High speed internet and cell service are crucial to those of us that live in the county. on my farm I am by myself and need cell service.
718,763,100.0%,0.25,0.0,"Yes, I agree we need to replace Room at the Inn with temporary decent housing for the homeless."
718,763,100.0%,0.25,0.0,Replace all the good old boys for a start!
718,763,100.0%,0.25,0.0,We need broadband in all warren county including Alvaton and Plano areas.
718,763,100.0%,0.25,0.0,😊
718,763,100.0%,0.25,0.0,Bowling Green needs a Fairness Ordinance to ensure that everyone feels secure and welcome.
718,763,100.0%,0.25,0.0,where do we go for shelter in case of tornado alert in my part of town .cabell dr neighbehood
718,763,100.0%,0.25,0.0,Bowling needs to open up internet availability to residents.  This gives pressure to existing companies to lower already high prices
718,763,100.0%,0.25,0.0,"Make BG a truly ""certified clean"" city, by eradicating the skunk population."
718,763,100.0%,0.25,0.0,BG needs more improved & affordable public transportation. Consider asking low-income or disabled residents what they really need.
718,763,100.0%,0.25,0.0,Traffic needs to be addressed. The side streets on Scottsville road are dangerous and should be removed.
718,763,100.0%,0.25,0.0,Bowling Green/Warren County needs additional cable providers & county wide high speed internet.
718,763,100.0%,0.25,0.0,Warren County should get serious about county wide broadband access!  Saying we need it is not ever going to get the job done.
718,763,100.0%,0.25,0.0,There are still areas of our county that do not have access to high speed internet.
718,763,100.0%,0.25,0.0,Traffic flow and better timing of traffic lights . One gets through one light only to have to stop at the next.
718,763,100.0%,0.25,0.0,The Smokey Bones entrance off of  scottsville Road is extremely dangerous. Needs bet get lighting
718,763,100.0%,0.25,0.0,The concept of a having a ‘courtesy police’ might be an easy solution to managing the traffic congestion on our major thoroughfares.
718,763,100.0%,0.25,0.0,Need more choices in cable TV in the county
718,763,100.0%,0.25,0.0,Some of these statements are designed to trick me.
718,763,100.0%,0.25,0.0,"This forum is corrupt. Several submitted comments that were filtered out. No political agenda, just very specific public needs silenced."
718,763,100.0%,0.25,0.0,Consideration of the development of mass transit options should be part of traffic flow discussion.
718,763,100.0%,0.25,0.0,I think BG/Warren Co. needs an indoor public swimming pool.  There are large fees with the few currently available indoor pools.
718,763,100.0%,0.25,0.0,Affordable housing
718,763,100.0%,0.25,0.0,NGO teaching homeless to work during elite-only lunch hours is less effective than 5 cents per $ 100 eliminating family homelessness.
